image_id,question,answer,path
81n2w4Ne0yL,Are there vegetables in the dinner?,Yes,73/7339dbbd.jpg
81n2w4Ne0yL,What is the food's brand name?,Whole,73/7339dbbd.jpg
61D2NEA+aoL,What brand is on the filter?,AmazonBasics,9a/9a09c358.jpg
61D2NEA+aoL,What is the filter's color?,Black,9a/9a09c358.jpg
61D2NEA+aoL,What is the filter's size?,52mm,9a/9a09c358.jpg
61D2NEA+aoL,What is the filter's type?,UV,9a/9a09c358.jpg
61D2NEA+aoL,What shape is the filter?,Round,9a/9a09c358.jpg
71Eh+9AyVCL,What color is the notebook?,Red,3b/3ba6ec1d.jpg
71Eh+9AyVCL,What brand is visible?,Amazonbasics,3b/3ba6ec1d.jpg
71Eh+9AyVCL,How many sheets are indicated?,Hundred,3b/3ba6ec1d.jpg
71Eh+9AyVCL,What grade is indicated?,K-2,3b/3ba6ec1d.jpg
71Eh+9AyVCL,What type of book is it?,Composition,3b/3ba6ec1d.jpg
61HO6woRflL,What is the background color?,Orange,59/5905c824.jpg
61HO6woRflL,What number is on the case?,One,59/5905c824.jpg
61HO6woRflL,Is this a cover or case?,Case,59/5905c824.jpg
61HO6woRflL,What is the case made of?,Hard,59/5905c824.jpg
61HO6woRflL,What shape is the item?,Rectangular,59/5905c824.jpg
81EOK+1NJyL,What animal is inside?,Dog,b3/b3158c68.jpg
81EOK+1NJyL,What is the seat material?,Leather,b3/b3158c68.jpg
81EOK+1NJyL,What kind of seat is it in?,Car,b3/b3158c68.jpg
81EOK+1NJyL,What is the dog's color?,White,b3/b3158c68.jpg
81EOK+1NJyL,What is the dog doing?,Sitting,b3/b3158c68.jpg
912MoK+QXuL,What color are the shoes?,Grey,27/27a828c4.jpg
912MoK+QXuL,Are these shoes for men?,Yes,27/27a828c4.jpg
912MoK+QXuL,What kind of shoes are these?,Running,27/27a828c4.jpg
912MoK+QXuL,Are the shoes slip-on?,Yes,27/27a828c4.jpg
912MoK+QXuL,Are these sports shoes?,Yes,27/27a828c4.jpg
61jhx-zcfIL,What color is the sandal?,Black,1c/1ca020d0.jpg
61jhx-zcfIL,What is the footwear type?,Sandal,1c/1ca020d0.jpg
61jhx-zcfIL,Is the sandal open?,Yes,1c/1ca020d0.jpg
61jhx-zcfIL,How many sandals are there?,One,1c/1ca020d0.jpg
61jhx-zcfIL,Is the sandal flat?,Yes,1c/1ca020d0.jpg
71Jfk3Gl-dL,What shape is the seat?,Round,5a/5a9e12c2.jpg
71Jfk3Gl-dL,What color is the chair?,Beige,5a/5a9e12c2.jpg
71Jfk3Gl-dL,Is there a back?,Yes,5a/5a9e12c2.jpg
71Jfk3Gl-dL,Does the chair have wheels?,Yes,5a/5a9e12c2.jpg
71Jfk3Gl-dL,What material is the base made of?,Metal,5a/5a9e12c2.jpg
81fKX48RynL,What shape is predominant?,Hexagon,57/57626acc.jpg
81fKX48RynL,What is the cover's pattern?,Stone,57/57626acc.jpg
81fKX48RynL,What material is present?,Stone,57/57626acc.jpg
81fKX48RynL,Is the case colorful?,Yes,57/57626acc.jpg
81fKX48RynL,What is the cover for?,Phone,57/57626acc.jpg
712YNGdbpFL,What is the background color?,Black,a6/a6ba24ce.jpg
712YNGdbpFL,What is the flower's color?,White,a6/a6ba24ce.jpg
712YNGdbpFL,Are there flowers present?,Yes,a6/a6ba24ce.jpg
712YNGdbpFL,What is the case material?,Plastic,a6/a6ba24ce.jpg
712YNGdbpFL,Is the case flexible?,Yes,a6/a6ba24ce.jpg
71tR9tps2qL,What is the star's color?,Pink,47/4752725b.jpg
71tR9tps2qL,What is written?,Supergirl,47/4752725b.jpg
71tR9tps2qL,Is it patterned?,Yes,47/4752725b.jpg
71tR9tps2qL,Is the phone case hard?,Yes,47/4752725b.jpg
71tR9tps2qL,Is the case floral?,Yes,47/4752725b.jpg
61n4r7ISPrL,What color is the left side?,Pink,aa/aa12cfb3.jpg
61n4r7ISPrL,What is printed on the case?,Headphones,aa/aa12cfb3.jpg
61n4r7ISPrL,What material is the phone case?,Silicone,aa/aa12cfb3.jpg
61n4r7ISPrL,Is the case flexible?,Yes,aa/aa12cfb3.jpg
61n4r7ISPrL,How many colors are present?,Three,aa/aa12cfb3.jpg
81EfL+nWogL,What color are the shoes?,Grey,7e/7edc8485.jpg
81EfL+nWogL,What is the footwear's type?,Shoes,7e/7edc8485.jpg
81EfL+nWogL,What is the sole's color?,White,7e/7edc8485.jpg
81EfL+nWogL,Are the shoes laced?,No,7e/7edc8485.jpg
81EfL+nWogL,What is the number of shoes?,One,7e/7edc8485.jpg
71n2jWYHOKL,What is the item's color?,Multicolor,21/214074ad.jpg
71n2jWYHOKL,What kind of product is this?,Case,21/214074ad.jpg
71n2jWYHOKL,Is the case hard?,Yes,21/214074ad.jpg
71n2jWYHOKL,Is the case 3D?,Yes,21/214074ad.jpg
71n2jWYHOKL,Is it a Samsung cover?,Yes,21/214074ad.jpg
816tlYRlapL,What color is the buckle?,Gold,f6/f6a508b4.jpg
816tlYRlapL,What pattern is on the front strap?,Snakeskin,f6/f6a508b4.jpg
816tlYRlapL,What is the product type?,Shoes,f6/f6a508b4.jpg
816tlYRlapL,Are these heels or flats?,Heels,f6/f6a508b4.jpg
816tlYRlapL,What is the sandal's style?,Fashion,f6/f6a508b4.jpg
81lWS4Ho9NL,What food item is pictured?,Bread,3b/3b3be156.jpg
81lWS4Ho9NL,What is the bread covered with?,Seeds,3b/3b3be156.jpg
81lWS4Ho9NL,What is the bread packaged in?,Plastic,3b/3b3be156.jpg
81lWS4Ho9NL,What kind of bread is it?,Multigrain,3b/3b3be156.jpg
81lWS4Ho9NL,What number is on the label?,365,3b/3b3be156.jpg
61OwsbW3c-L,What color is the cable?,Pink,9a/9a7dc067.jpg
61OwsbW3c-L,What type of cable is it?,Lightning,9a/9a7dc067.jpg
61OwsbW3c-L,What is the cable material?,Nylon,9a/9a7dc067.jpg
61OwsbW3c-L,What is the cable condition?,Renewed,9a/9a7dc067.jpg
61OwsbW3c-L,What shape is the charging port?,Rectangular,9a/9a7dc067.jpg
61JADVMpqPL,What zodiac sign is shown?,Sagittarius,4f/4f7f3044.jpg
61JADVMpqPL,What is the cover's design?,Arrow,4f/4f7f3044.jpg
61JADVMpqPL,How many cameras are visible?,Three,4f/4f7f3044.jpg
61JADVMpqPL,Is the product patterned?,Yes,4f/4f7f3044.jpg
61JADVMpqPL,What is the product's background color?,Beige,4f/4f7f3044.jpg
713x72YSvmL,What color is the mount?,Black,26/26d03937.jpg
713x72YSvmL,How many screws are visible?,Three,26/26d03937.jpg
713x72YSvmL,What shape is the base?,Round,26/26d03937.jpg
713x72YSvmL,Are there wall anchors present?,Yes,26/26d03937.jpg
713x72YSvmL,What material is on the fork?,Foam,26/26d03937.jpg
61IKfMKe-iL,What is the case's border color?,White,ae/ae76de4a.jpg
61IKfMKe-iL,What shape is the camera cutout?,Circle,ae/ae76de4a.jpg
61IKfMKe-iL,What word is visible?,Queen,ae/ae76de4a.jpg
61IKfMKe-iL,Is there a drawing of a crown?,Yes,ae/ae76de4a.jpg
61IKfMKe-iL,What color is the background?,Black,ae/ae76de4a.jpg
61IqJw6XdcL,What is the jewelry item?,Earrings,8f/8fa6bc4d.jpg
61IqJw6XdcL,What shape are the earrings?,Hexagonal,8f/8fa6bc4d.jpg
61IqJw6XdcL,What stones are in the earrings?,Diamonds,8f/8fa6bc4d.jpg
61IqJw6XdcL,What color are the earrings?,Pink,8f/8fa6bc4d.jpg
61IqJw6XdcL,How many earrings are shown?,Two,8f/8fa6bc4d.jpg
71Dn3KB5JML,What color are the trays?,Pink,ac/acc9bd17.jpg
71Dn3KB5JML,What shape is the pen holder?,Square,ac/acc9bd17.jpg
71Dn3KB5JML,How many trays are stacked?,Two,ac/acc9bd17.jpg
71Dn3KB5JML,What is the border color?,White,ac/acc9bd17.jpg
71Dn3KB5JML,What is on the bottom?,Pink,ac/acc9bd17.jpg
71v6eobsGnL,What color is the standing hamper?,Gray,b6/b61cc36d.jpg
71v6eobsGnL,How many drawstring bags are visible?,Two,b6/b61cc36d.jpg
71v6eobsGnL,What is the shape of the hamper?,Rectangular,b6/b61cc36d.jpg
71v6eobsGnL,What material are the bags made of?,Fabric,b6/b61cc36d.jpg
71v6eobsGnL,Are the bags open or closed?,Closed,b6/b61cc36d.jpg
51q-xRd7bnL,What is the color?,Brown,3a/3ac28707.jpg
51q-xRd7bnL,What material is this?,Leather,3a/3ac28707.jpg
51q-xRd7bnL,Is the surface smooth?,Yes,3a/3ac28707.jpg
51q-xRd7bnL,Is the color uniform?,No,3a/3ac28707.jpg
51q-xRd7bnL,What is the item?,Swatch,3a/3ac28707.jpg
81wD7336REL,What is the heel's height?,High,1a/1ab76f09.jpg
81wD7336REL,Are there ruffles?,Yes,1a/1ab76f09.jpg
81wD7336REL,What is the material?,Suede,1a/1ab76f09.jpg
81wD7336REL,Are the shoes tied?,Yes,1a/1ab76f09.jpg
81wD7336REL,What is the shoe type?,Sandal,1a/1ab76f09.jpg
71Ag28YYwlL,What is the background color?,Black,58/583149e4.jpg
71Ag28YYwlL,Are there hearts on the cover?,Yes,58/583149e4.jpg
71Ag28YYwlL,What shape are the decorations?,Hearts,58/583149e4.jpg
71Ag28YYwlL,Is there a camera cutout?,Yes,58/583149e4.jpg
71Ag28YYwlL,How many colors are visible?,Multiple,58/583149e4.jpg
716YJiIl0aL,What is the writing on the charm?,Love,dc/dc675c5e.jpg
716YJiIl0aL,What shape is the green charm?,Heart,dc/dc675c5e.jpg
716YJiIl0aL,What is the background texture?,Checkered,dc/dc675c5e.jpg
716YJiIl0aL,How many charms are present?,Four,dc/dc675c5e.jpg
716YJiIl0aL,What is hanging below the phone?,Charms,dc/dc675c5e.jpg
81kRGQkatYL,What is the cover's color?,Multicolor,8b/8b252372.jpg
81kRGQkatYL,Is the back hard?,Yes,8b/8b252372.jpg
81kRGQkatYL,What is the brand?,Amazon,8b/8b252372.jpg
81kRGQkatYL,Is it for Samsung?,No,8b/8b252372.jpg
81kRGQkatYL,Is it 3D?,Yes,8b/8b252372.jpg
61r0AAWI3kL,What color are the tomatoes?,Red,37/37bbd9a5.jpg
61r0AAWI3kL,What kind of tomatoes are these?,Cherry,37/37bbd9a5.jpg
61r0AAWI3kL,Are the tomatoes on a vine?,Yes,37/37bbd9a5.jpg
61r0AAWI3kL,What brand is this product?,Fresh,37/37bbd9a5.jpg
61r0AAWI3kL,How many tomatoes are visible?,Fourteen,37/37bbd9a5.jpg
71uxwn8pV6L,What is the case's design?,Skull,2c/2c2dd519.jpg
71uxwn8pV6L,What color is the phone's border?,Black,2c/2c2dd519.jpg
71uxwn8pV6L,What type of device is in the case?,Phone,2c/2c2dd519.jpg
71uxwn8pV6L,What is displayed on the screen?,Icons,2c/2c2dd519.jpg
71uxwn8pV6L,What background is behind the skull?,Red,2c/2c2dd519.jpg
91cfqemKVKL,What is the sofa's color?,Gray,fe/fe08cd6f.jpg
91cfqemKVKL,How many cushions are there?,Two,fe/fe08cd6f.jpg
91cfqemKVKL,What is the sofa's style?,Modern,fe/fe08cd6f.jpg
91cfqemKVKL,Is there a back?,Yes,fe/fe08cd6f.jpg
91cfqemKVKL,Is the sofa new?,Yes,fe/fe08cd6f.jpg
91jcF1kZD4L,What color is the case?,Pink,d4/d450a275.jpg
91jcF1kZD4L,Is the item rectangular?,Yes,d4/d450a275.jpg
91jcF1kZD4L,What material is the case?,Leather,d4/d450a275.jpg
91jcF1kZD4L,What shape is the strap?,Square,d4/d450a275.jpg
91jcF1kZD4L,Is the cover closed?,Yes,d4/d450a275.jpg
61kiBsqb2RL,What word is printed?,Meow,35/35ae5157.jpg
61kiBsqb2RL,What shape is the nose?,Heart,35/35ae5157.jpg
61kiBsqb2RL,What is the cover's color?,Black,35/35ae5157.jpg
61kiBsqb2RL,What are the ears made of?,Lines,35/35ae5157.jpg
61kiBsqb2RL,What is the item?,Case,35/35ae5157.jpg
81Bnf5a+9QL,What color are the lights?,Multicolor,eb/eb5a9e7f.jpg
81Bnf5a+9QL,What material are the lights made of?,Copper,eb/eb5a9e7f.jpg
81Bnf5a+9QL,What is beside the lights?,Book,eb/eb5a9e7f.jpg
81Bnf5a+9QL,What surface are the lights on?,Wood,eb/eb5a9e7f.jpg
81Bnf5a+9QL,What color is the vase?,White,eb/eb5a9e7f.jpg
71kllg8Vi5L,What color is predominant?,Pink,f3/f37a3146.jpg
71kllg8Vi5L,Is there a camera cutout?,Yes,f3/f37a3146.jpg
71kllg8Vi5L,Is there blue on the case?,Yes,f3/f37a3146.jpg
71kllg8Vi5L,Is the case smooth?,Yes,f3/f37a3146.jpg
71kllg8Vi5L,What shape is the case?,Rectangle,f3/f37a3146.jpg
91lTxtjauGL,What color are the handles?,Black,1c/1cc91b99.jpg
91lTxtjauGL,What is the product type?,Scissors,1c/1cc91b99.jpg
91lTxtjauGL,How many scissors are there?,Two,1c/1cc91b99.jpg
91lTxtjauGL,What is the blade color?,Silver,1c/1cc91b99.jpg
91lTxtjauGL,What brand is this?,Solimo,1c/1cc91b99.jpg
613USCuVx6L,What is the phone case's color?,Black,45/45b2da96.jpg
613USCuVx6L,Is there a camera?,Yes,45/45b2da96.jpg
613USCuVx6L,What type of design is on the case?,Vector,45/45b2da96.jpg
613USCuVx6L,What kind of product is this?,Case,45/45b2da96.jpg
613USCuVx6L,What is the design mostly made of?,Flowers,45/45b2da96.jpg
810PHG6sENL,What color are the laces?,Brown,30/3086fe48.jpg
810PHG6sENL,What is the shoe's sole color?,White,30/3086fe48.jpg
810PHG6sENL,What is the general footwear?,Shoes,30/3086fe48.jpg
810PHG6sENL,What pattern is around the ankle?,Camouflage,30/3086fe48.jpg
810PHG6sENL,What type of closure exists?,Laces,30/3086fe48.jpg
71ebfSDuW2L,What color are the sandals?,Black,e4/e468719d.jpg
71ebfSDuW2L,What is the sandal heel type?,Wedge,e4/e468719d.jpg
71ebfSDuW2L,What is the footwear's material?,Leather,e4/e468719d.jpg
71ebfSDuW2L,What is the sandal's closure?,Buckle,e4/e468719d.jpg
71ebfSDuW2L,Are the toes visible?,Yes,e4/e468719d.jpg
71HX-OV1cjL,What is the color of the girl's hair on the left?,Blonde,f4/f421180b.jpg
71HX-OV1cjL,What type of case is pictured?,Phone,f4/f421180b.jpg
71HX-OV1cjL,What is the pattern on the phone case?,Cartoon,f4/f421180b.jpg
71HX-OV1cjL,What is the color of the hat on the right?,Green,f4/f421180b.jpg
71HX-OV1cjL,What does the girl on the left have in her hair?,Bow,f4/f421180b.jpg
71yi2yMkbkL,What color are the adapters?,Black,0a/0a5dd393.jpg
71yi2yMkbkL,How many adapters are pictured?,Four,0a/0a5dd393.jpg
71yi2yMkbkL,What brand is printed on them?,Amazonbasics,0a/0a5dd393.jpg
71yi2yMkbkL,Are they shiny or matte?,Shiny,0a/0a5dd393.jpg
71yi2yMkbkL,What shape are the adapters?,Rectangular,0a/0a5dd393.jpg
71Rbbv-C+ML,What color is the top strap?,Black,08/08a9a360.jpg
71Rbbv-C+ML,What is the heel's shape?,Block,08/08a9a360.jpg
71Rbbv-C+ML,Is the heel thick?,Yes,08/08a9a360.jpg
71Rbbv-C+ML,How many straps are visible?,Two,08/08a9a360.jpg
71Rbbv-C+ML,What kind of shoe is this?,Sandal,08/08a9a360.jpg
61BGp11YSsL,What color is the case?,Pink,4b/4bc8f3f8.jpg
61BGp11YSsL,What animal is printed?,Kitty,4b/4bc8f3f8.jpg
61BGp11YSsL,What time is displayed?,8:16,4b/4bc8f3f8.jpg
61BGp11YSsL,Are there hearts visible?,Yes,4b/4bc8f3f8.jpg
61BGp11YSsL,What is written above kitty?,Meow,4b/4bc8f3f8.jpg
71ZpXJ00r-L,What is the item?,Shampoo,3f/3f8b1fe6.jpg
71ZpXJ00r-L,How many ounces?,32,3f/3f8b1fe6.jpg
71ZpXJ00r-L,What flavor is it?,Mint,3f/3f8b1fe6.jpg
71ZpXJ00r-L,What number is shown?,365,3f/3f8b1fe6.jpg
71ZpXJ00r-L,Is it herbal?,Yes,3f/3f8b1fe6.jpg
71cj1O8cyuL,What is the footwear's color?,Silver,af/aff63eb8.jpg
71cj1O8cyuL,What is the product's style?,Slippers,af/aff63eb8.jpg
71cj1O8cyuL,Are these shoes for women?,Yes,af/aff63eb8.jpg
71cj1O8cyuL,"What are these, shoes or sandals?",Sandals,af/aff63eb8.jpg
71cj1O8cyuL,What is the heel style?,Flat,af/aff63eb8.jpg
71b4nq7cGmL,What color is the left string of lights?,Red,7d/7d2c47b1.jpg
71b4nq7cGmL,What is the product?,Case,7d/7d2c47b1.jpg
71b4nq7cGmL,What is the phone brand?,Samsung,7d/7d2c47b1.jpg
71b4nq7cGmL,What is printed on the case?,Lights,7d/7d2c47b1.jpg
71b4nq7cGmL,What color are most of the lights?,Blue,7d/7d2c47b1.jpg
71PsFOrBc9L,What animal is depicted?,Lion,09/09b2f32f.jpg
71PsFOrBc9L,What color are the eyes?,Orange,09/09b2f32f.jpg
71PsFOrBc9L,What is the background color?,White,09/09b2f32f.jpg
71PsFOrBc9L,How many colors are visible?,Multiple,09/09b2f32f.jpg
71PsFOrBc9L,What is the item?,Case,09/09b2f32f.jpg
81Old0YmwcL,What shape is the base?,Square,be/be13a32c.jpg
81Old0YmwcL,What material is the base made of?,Metal,be/be13a32c.jpg
81Old0YmwcL,What part of the lightbulb is transparent?,Center,be/be13a32c.jpg
81Old0YmwcL,What is the color of the wire?,Silver,be/be13a32c.jpg
81Old0YmwcL,How many units are shown?,One,be/be13a32c.jpg
91agPfz0iwL,What is the chair's primary color?,Ash,c9/c92259a5.jpg
91agPfz0iwL,Is the chair fabric?,Yes,c9/c92259a5.jpg
91agPfz0iwL,What kind of furniture is this?,Chair,c9/c92259a5.jpg
91agPfz0iwL,Is this chair upholstered?,Yes,c9/c92259a5.jpg
91agPfz0iwL,What shape is the cushion?,Square,c9/c92259a5.jpg
8178-W3z-5L,How many brownies are visible?,Eight,27/272a3055.jpg
8178-W3z-5L,What brand is displayed?,Fresh,27/272a3055.jpg
8178-W3z-5L,What dessert are they?,Brownies,27/272a3055.jpg
8178-W3z-5L,Are the brownies round?,Yes,27/272a3055.jpg
8178-W3z-5L,What color are they?,Brown,27/272a3055.jpg
71D+fMU4yzL,What color is the shoe?,White,59/5987af89.jpg
71D+fMU4yzL,Are laces visible?,No,59/5987af89.jpg
71D+fMU4yzL,What is the shoe's style?,Slip-on,59/5987af89.jpg
71D+fMU4yzL,Are socks needed?,Maybe,59/5987af89.jpg
71D+fMU4yzL,Is the sole thick?,Yes,59/5987af89.jpg
61VsKz3NwgL,How many earrings are there?,Two,d5/d502c465.jpg
61VsKz3NwgL,What shape are the stones?,Round,d5/d502c465.jpg
61VsKz3NwgL,Are the earrings studs or dangles?,Studs,d5/d502c465.jpg
61VsKz3NwgL,What is the material?,Silver,d5/d502c465.jpg
61VsKz3NwgL,Are they shiny or dull?,Shiny,d5/d502c465.jpg
71HJ3NJuumL,What color is the basket?,White,f0/f04f9e7e.jpg
71HJ3NJuumL,How many wheels are visible?,Four,f0/f04f9e7e.jpg
71HJ3NJuumL,Is there a handle?,Yes,f0/f04f9e7e.jpg
71HJ3NJuumL,What is on the label?,Whites,f0/f04f9e7e.jpg
71HJ3NJuumL,Is the basket vertical?,Yes,f0/f04f9e7e.jpg
71vv9P6YTvL,What is the primary color of the flowers?,Red,37/3783bbfd.jpg
71vv9P6YTvL,What kind of flowers are visible?,Roses,37/3783bbfd.jpg
71vv9P6YTvL,Is the case design colorful?,Yes,37/3783bbfd.jpg
71vv9P6YTvL,What background color is visible?,Black,37/3783bbfd.jpg
71vv9P6YTvL,Are there leaves visible on the phone case?,Yes,37/3783bbfd.jpg
71vmVEr+7YL,What color are the shoes?,Black,07/075e5493.jpg
71vmVEr+7YL,What is the footwear made of?,Mesh,07/075e5493.jpg
71vmVEr+7YL,Are laces visible?,Yes,07/075e5493.jpg
71vmVEr+7YL,What type of closure is present?,Lace,07/075e5493.jpg
71vmVEr+7YL,Is the sole flat?,No,07/075e5493.jpg
81bcGBK8toL,What color is the bag?,Black,6c/6c86453b.jpg
81bcGBK8toL,What is the item?,Handbag,6c/6c86453b.jpg
81bcGBK8toL,What are the bag handles made of?,Material,6c/6c86453b.jpg
81bcGBK8toL,What is the orientation of the bag?,Vertical,6c/6c86453b.jpg
81bcGBK8toL,How many handles are there?,Two,6c/6c86453b.jpg
91o5uwjeueL,What color are the shoes?,Olive,d0/d012fc8b.jpg
91o5uwjeueL,What type of footwear is this?,Sneakers,d0/d012fc8b.jpg
91o5uwjeueL,What is the sole color?,White,d0/d012fc8b.jpg
91o5uwjeueL,How many shoes are there?,One,d0/d012fc8b.jpg
91o5uwjeueL,What are the laces?,Dark,d0/d012fc8b.jpg
81PyPfEdhoL,What letter is printed on the case?,J,20/2028cb50.jpg
81PyPfEdhoL,What is the color of the case?,Multicolor,20/2028cb50.jpg
81PyPfEdhoL,What kind of product is this?,Case,20/2028cb50.jpg
81PyPfEdhoL,What material is the phone case imitating?,Jeans,20/2028cb50.jpg
81PyPfEdhoL,Is the cover for a phone?,Yes,20/2028cb50.jpg
A1clguJEaaL,What pattern does the blanket have?,Stripes,a3/a319e822.jpg
A1clguJEaaL,What material is the floor?,Wood,a3/a319e822.jpg
A1clguJEaaL,What kind of furniture is pictured?,Chair,a3/a319e822.jpg
A1clguJEaaL,What is beside the chair?,Box,a3/a319e822.jpg
A1clguJEaaL,What hangs from the blanket?,Fringe,a3/a319e822.jpg
71m-NlRN54L,What is the phone case's background color?,Black,64/64220a1e.jpg
71m-NlRN54L,What is the flower's color?,White,64/64220a1e.jpg
71m-NlRN54L,Are there flowers depicted?,Yes,64/64220a1e.jpg
71m-NlRN54L,What pattern is on the case?,Floral,64/64220a1e.jpg
71m-NlRN54L,Is the camera lens visible?,Yes,64/64220a1e.jpg
71M-AeG2R4L,What color is the footwear?,Black,5d/5d8bee28.jpg
71M-AeG2R4L,What is the footwear's style?,Chukka,5d/5d8bee28.jpg
71M-AeG2R4L,What is the product's type?,Boot,5d/5d8bee28.jpg
71M-AeG2R4L,How many shoes are there?,One,5d/5d8bee28.jpg
71M-AeG2R4L,Is the shoe laced?,Yes,5d/5d8bee28.jpg
61AiSHc02PL,What is the color of the marmalade?,Orange,05/0595e548.jpg
61AiSHc02PL,How many jars are visible?,Two,05/0595e548.jpg
61AiSHc02PL,What is the product type?,Grocery,05/0595e548.jpg
61AiSHc02PL,Is the jar sealed?,Yes,05/0595e548.jpg
61AiSHc02PL,What fruit is mentioned?,Orange,05/0595e548.jpg
A19Bg4DiwfL,What color is the border?,Orange,61/615ecde7.jpg
A19Bg4DiwfL,What shape is the object?,Rectangle,61/615ecde7.jpg
A19Bg4DiwfL,What color is the inside?,Grey,61/615ecde7.jpg
A19Bg4DiwfL,What is the material?,Rubber,61/615ecde7.jpg
A19Bg4DiwfL,Is the object symmetrical?,Yes,61/615ecde7.jpg
71sEFgOpHHL,What pattern is on the cover?,Circles,3b/3bde4fdd.jpg
71sEFgOpHHL,What color is the biggest circle?,Purple,3b/3bde4fdd.jpg
71sEFgOpHHL,Is the design symmetrical?,No,3b/3bde4fdd.jpg
71sEFgOpHHL,What shape is the camera cut-out?,Oval,3b/3bde4fdd.jpg
71sEFgOpHHL,What is the background color?,White,3b/3bde4fdd.jpg
71Losy8n93L,What color are the shoes?,Black,6a/6af3ed0b.jpg
71Losy8n93L,What kind of footwear is this?,Shoes,6a/6af3ed0b.jpg
71Losy8n93L,How many stripes are visible?,Three,6a/6af3ed0b.jpg
71Losy8n93L,What material do the shoes appear to be made of?,Mesh,6a/6af3ed0b.jpg
71Losy8n93L,What is the color of the sole?,Black,6a/6af3ed0b.jpg
61xdgd7EyDL,What color is the razor?,Black,55/558e16b8.jpg
61xdgd7EyDL,What is written on the handle?,Shave,55/558e16b8.jpg
61xdgd7EyDL,What is the handle made of?,Plastic,55/558e16b8.jpg
61xdgd7EyDL,What shape is the handle?,Curved,55/558e16b8.jpg
61xdgd7EyDL,How many blades are visible?,Five,55/558e16b8.jpg
81CyZnDA3gL,What mineral is listed?,Magnesium,60/600cc52e.jpg
81CyZnDA3gL,What quantity is listed on the bottle?,250,60/600cc52e.jpg
81CyZnDA3gL,What is the first word on the top?,Protection,60/600cc52e.jpg
81CyZnDA3gL,What number is listed under magnesium?,200mg,60/600cc52e.jpg
81CyZnDA3gL,What is the brand's first number?,365,60/600cc52e.jpg
71OU2PjT-rL,What is the main color at the bottom?,Red,c0/c02113a4.jpg
71OU2PjT-rL,What shape is the item?,Rectangular,c0/c02113a4.jpg
71OU2PjT-rL,What color is the sky?,Blue,c0/c02113a4.jpg
71OU2PjT-rL,What is the case made of?,Glass,c0/c02113a4.jpg
71OU2PjT-rL,Is the case 2D or 3D?,3D,c0/c02113a4.jpg
81T5AfWkImL,What shape are the golden decorations?,Stars,70/704e0c6b.jpg
81T5AfWkImL,What is the phone's color?,Multi-colored,70/704e0c6b.jpg
81T5AfWkImL,What material is shown?,Plastic,70/704e0c6b.jpg
81T5AfWkImL,What is the item?,Case,70/704e0c6b.jpg
81T5AfWkImL,What phone does it fit?,Samsung,70/704e0c6b.jpg
81MfBSXKhYL,What shape are they?,Square,3a/3ab15c89.jpg
81MfBSXKhYL,What is the item made of?,Steel,3a/3ab15c89.jpg
81MfBSXKhYL,How many items are present?,Two,3a/3ab15c89.jpg
81MfBSXKhYL,What is the item's texture?,Striped,3a/3ab15c89.jpg
81MfBSXKhYL,What is the item's color?,Silver,3a/3ab15c89.jpg
71dBXzupCML,What color is the shoe?,Black,4a/4a915ffc.jpg
71dBXzupCML,Is the shoe flat?,Yes,4a/4a915ffc.jpg
