path,question,answer,prediction
3c/3c15d06e.jpg,What shape is the headboard?,Curved,curved
bd/bd09efa7.jpg,What is the shape of the object on the phone?,Heart,oval
e3/e31ba5b1.jpg,What type of item is this?,Accessory,hand
1f/1f317be6.jpg,How many earrings?,Two,2
8d/8d2eca6f.jpg,What color are the gummies?,Black,maroon
3e/3e782713.jpg,What number is in the brand name?,Two,no
f6/f647520c.jpg,What material is it?,Fleece,yes
35/357a3e5e.jpg,Is the case shiny?,No,yes
54/5407b208.jpg,What is the sandal style?,Mules,curved
5f/5f1951d2.jpg,What mm are the filters?,52mm,unknown
53/537e2982.jpg,Is there a texture on the case?,Yes,yes
3e/3eb121be.jpg,How many rolls are visible?,Six,4
e6/e6927d51.jpg,What is the sheet's texture?,Soft,no
9f/9fa19258.jpg,What is the boot made of?,Leather,leather
fd/fd2af1df.jpg,What is the bottle made of?,Plastic,glass
03/0343cf67.jpg,What is the object attached to the case?,Car,yes
ab/ab521bac.jpg,What brand is this?,Allegro,no
ee/eec36fbf.jpg,How many cameras are visible?,Three,0
cb/cbff26e5.jpg,What is the case's background color?,Pink,yes
20/207e50da.jpg,What kind of material is it?,Glass,no
d0/d0421259.jpg,What shape is the device?,Rectangular,rec
e8/e8bc30a7.jpg,What is the object?,Pan,metal
e7/e7ddb005.jpg,Is the phone case hard?,Yes,yes
1a/1a82adfa.jpg,What is the color of the petals?,Pink,pink
55/55ed3620.jpg,Are the earrings studs?,Yes,yes
24/24a5ef4e.jpg,What do these look like?,Bulbs,no
0e/0e4d09d5.jpg,What kind of flower is depicted?,Rose,no
1e/1e69d1ee.jpg,What is printed on the cover?,Seascape,yes
eb/eb861e1e.jpg,What color are the laces?,Green,white
cf/cf5c16f4.jpg,Is it for women?,Yes,yes
dd/ddb7e999.jpg,What kind of footwear is this?,Boot,boots
2d/2d464618.jpg,What object is printed on the case?,Perfume,yes
8d/8dcbe7ed.jpg,What is the color of background?,blue,blue
63/632e0cfa.jpg,What is the item's material?,Hard,metal
10/10d0c5f4.jpg,What material is it?,Plastic,no
4d/4d6747d4.jpg,What is the person wearing?,Coat,jacket
14/145c6e7a.jpg,What is the item's brand?,Amazon,yes
bc/bc216043.jpg,What reflects in the water?,Moon,lights
