image_id,question,answer,path
71+DEOvOtyL,What is the pattern's color?,Gold,8b/8b9f4528.jpg
71+DEOvOtyL,What word is above 'Girl'?,Daddy's,8b/8b9f4528.jpg
71+DEOvOtyL,What is the case's material?,Hard,8b/8b9f4528.jpg
71+DEOvOtyL,What is this item?,Case,8b/8b9f4528.jpg
715bQdOr1DL,What color are the pillows?,Yellow,91/9163a85a.jpg
715bQdOr1DL,What is the product type?,Cabinet,91/9163a85a.jpg
715bQdOr1DL,How many curtains are present?,Two,91/9163a85a.jpg
715bQdOr1DL,What room is displayed?,Bedroom,91/9163a85a.jpg
715bQdOr1DL,What shape is the rug?,Rectangle,91/9163a85a.jpg
61y5Pl82-FL,What color is the case?,Black,16/160f1085.jpg
61y5Pl82-FL,What is on the case?,Pattern,16/160f1085.jpg
61y5Pl82-FL,Is the case hard?,Yes,16/160f1085.jpg
61y5Pl82-FL,What kind of case is this?,Phone,16/160f1085.jpg
61y5Pl82-FL,Are the patterns white?,Yes,16/160f1085.jpg
91ykd2tem-L,What kind of sauce is this?,Cranberry,6d/6dc61757.jpg
91ykd2tem-L,Is this product organic?,Yes,6d/6dc61757.jpg
91ykd2tem-L,What's the net weight?,14,6d/6dc61757.jpg
91ykd2tem-L,What is the brand?,365,6d/6dc61757.jpg
91ykd2tem-L,What is on top?,Mint,6d/6dc61757.jpg
81UbLqmUG+L,What color is dominant?,Blue,8b/8b10cb73.jpg
81UbLqmUG+L,Is the case patterned?,Yes,8b/8b10cb73.jpg
81UbLqmUG+L,What shape is the case?,Rectangle,8b/8b10cb73.jpg
81UbLqmUG+L,What is next to camera?,Flash,8b/8b10cb73.jpg
81UbLqmUG+L,What is the design style?,Abstract,8b/8b10cb73.jpg
71lOEo9IcXL,What color is the case?,Black,7d/7de8b9bf.jpg
71lOEo9IcXL,What is the handle's color?,Blue,7d/7de8b9bf.jpg
71lOEo9IcXL,What is in the case?,Tools,7d/7de8b9bf.jpg
71lOEo9IcXL,What is the box made of?,Plastic,7d/7de8b9bf.jpg
71lOEo9IcXL,What shape are the bits?,Round,7d/7de8b9bf.jpg
81ZZkG89ksL,What is the heel's shape?,Block,8d/8d06f72d.jpg
81ZZkG89ksL,Are there bows present?,Yes,8d/8d06f72d.jpg
81ZZkG89ksL,What is the footwear type?,Sandal,8d/8d06f72d.jpg
81ZZkG89ksL,What material is it?,Denim,8d/8d06f72d.jpg
81ZZkG89ksL,Is the heel high?,No,8d/8d06f72d.jpg
91GC1ZKL+-L,What material is the back of the gloves?,Mesh,e9/e9780e79.jpg
91GC1ZKL+-L,What color are the gloves?,Black,e9/e9780e79.jpg
91GC1ZKL+-L,What is on the wrist strap?,Logo,e9/e9780e79.jpg
91GC1ZKL+-L,Are the fingers covered?,No,e9/e9780e79.jpg
91GC1ZKL+-L,How many gloves are visible?,Two,e9/e9780e79.jpg
717LpuXhzkL,What color is the case?,Black,07/071d46f1.jpg
717LpuXhzkL,What pattern is on the cups?,Geometric,07/071d46f1.jpg
717LpuXhzkL,What is next to the cups?,Teapot,07/071d46f1.jpg
717LpuXhzkL,Are there flowers in the drawing?,Yes,07/071d46f1.jpg
717LpuXhzkL,Is the case hard?,Yes,07/071d46f1.jpg
618RqjqZXyL,What shape is the top?,Rectangular,cc/cc48789c.jpg
618RqjqZXyL,What is the tabletop material?,Glass,cc/cc48789c.jpg
618RqjqZXyL,How many legs are visible?,Three,cc/cc48789c.jpg
618RqjqZXyL,What is the leg color?,Silver,cc/cc48789c.jpg
618RqjqZXyL,What is the stand's transparency?,Transparent,cc/cc48789c.jpg
71dpumHDsiL,What is above 'Super'?,Star,e5/e5a84f3d.jpg
71dpumHDsiL,What color is the star?,Pink,e5/e5a84f3d.jpg
71dpumHDsiL,What is the cover for?,Phone,e5/e5a84f3d.jpg
71dpumHDsiL,What is written on the case?,Girl,e5/e5a84f3d.jpg
71dpumHDsiL,Are there flowers?,Yes,e5/e5a84f3d.jpg
61PljpTPKWL,What is the pattern on the case?,Unicorn,9c/9ca879ec.jpg
61PljpTPKWL,What is the surface like?,Glossy,9c/9ca879ec.jpg
61PljpTPKWL,What color are the flowers?,Colorful,9c/9ca879ec.jpg
61PljpTPKWL,What animal is printed?,Unicorn,9c/9ca879ec.jpg
61PljpTPKWL,How many cameras are visible?,Three,9c/9ca879ec.jpg
61u7A4xtazL,What color are the covers?,Black,78/78a2d996.jpg
61u7A4xtazL,How many covers are visible?,Six,78/78a2d996.jpg
61u7A4xtazL,What material are the covers?,Fabric,78/78a2d996.jpg
61u7A4xtazL,Are there zippers on the covers?,Yes,78/78a2d996.jpg
61u7A4xtazL,What are the covers hanging from?,Hangers,78/78a2d996.jpg
71mQP0qfBtL,What is the color of the slippers?,Red,dc/dce6b789.jpg
71mQP0qfBtL,What kind of footwear is this?,Slippers,dc/dce6b789.jpg
71mQP0qfBtL,Is there fur on the shoe?,Yes,dc/dce6b789.jpg
71mQP0qfBtL,What pattern are the shoes?,Plaid,dc/dce6b789.jpg
71mQP0qfBtL,Are these clogs?,No,dc/dce6b789.jpg
71ryh2VgkTL,What pattern is behind the tower?,Triangles,46/4602d497.jpg
71ryh2VgkTL,What city is shown?,Paris,46/4602d497.jpg
71ryh2VgkTL,What shape is the case?,Rectangle,46/4602d497.jpg
71ryh2VgkTL,How many lenses are visible?,Two,46/4602d497.jpg
71ryh2VgkTL,What color is Statue of Liberty?,Black,46/4602d497.jpg
31CPeowzpyL,What furniture is shown?,Chair,45/45195bea.jpg
31CPeowzpyL,What color is the chair?,Beige,45/45195bea.jpg
31CPeowzpyL,What is under the chair?,Legs,45/45195bea.jpg
31CPeowzpyL,What is the seat?,White,45/45195bea.jpg
31CPeowzpyL,Is it indoors?,Yes,45/45195bea.jpg
71qaHnCvJ+L,What is the background's primary color?,Blue,68/68ee0217.jpg
71qaHnCvJ+L,What is pictured on the case?,Butterflies,68/68ee0217.jpg
71qaHnCvJ+L,How many butterflies are visible?,Three,68/68ee0217.jpg
71qaHnCvJ+L,Is the case translucent?,Yes,68/68ee0217.jpg
71qaHnCvJ+L,What shape is the case?,Rectangle,68/68ee0217.jpg
71CXNGknEML,What shape is primarily on the cover?,Triangle,68/68797dad.jpg
71CXNGknEML,What color is the back?,Multicolor,68/68797dad.jpg
71CXNGknEML,What is the product?,Case,68/68797dad.jpg
71CXNGknEML,What brand is this?,Amazon,68/68797dad.jpg
71CXNGknEML,What pattern covers the item?,Hexagon,68/68797dad.jpg
81Ba9fg6KZL,What color is it?,Brown,df/df733cef.jpg
81Ba9fg6KZL,What is the item?,Wallet,df/df733cef.jpg
81Ba9fg6KZL,Does wallet have zipper?,Yes,df/df733cef.jpg
81Ba9fg6KZL,Are there cards visible?,Yes,df/df733cef.jpg
81Ba9fg6KZL,Is there currency visible?,Yes,df/df733cef.jpg
717Iw7f6EvL,What kind of material is the object?,Hard,6c/6c39b0d0.jpg
717Iw7f6EvL,What is the primary color?,White,6c/6c39b0d0.jpg
717Iw7f6EvL,Is the item textured?,Yes,6c/6c39b0d0.jpg
717Iw7f6EvL,Is this for a phone?,Yes,6c/6c39b0d0.jpg
717Iw7f6EvL,What is the pattern type?,Abstract,6c/6c39b0d0.jpg
6189cNqM6JL,What color is the stool?,Gray,86/8645cf0c.jpg
6189cNqM6JL,How many legs does it have?,Four,86/8645cf0c.jpg
6189cNqM6JL,Is there a back?,Yes,86/8645cf0c.jpg
6189cNqM6JL,Are the legs dark or light?,Dark,86/8645cf0c.jpg
6189cNqM6JL,What is the seating material?,Fabric,86/8645cf0c.jpg
71MdGWt4ZNL,What color is the stripe?,Orange,22/22ed1e27.jpg
71MdGWt4ZNL,Is it a phone or toy?,Phone,22/22ed1e27.jpg
71MdGWt4ZNL,What kind of print does it have?,Art,22/22ed1e27.jpg
71MdGWt4ZNL,What is the case's style?,Designer,22/22ed1e27.jpg
71MdGWt4ZNL,Is the case 2D or 3D?,3D,22/22ed1e27.jpg
81MlvMvNe0L,How many bulbs are there?,Six,0b/0bca91dd.jpg
81MlvMvNe0L,What shape are the bulbs?,Round,0b/0bca91dd.jpg
81MlvMvNe0L,What is the bulb base color?,Silver,0b/0bca91dd.jpg
81MlvMvNe0L,What is the bulb's top color?,White,0b/0bca91dd.jpg
81MlvMvNe0L,Is this bulbs a set?,Yes,0b/0bca91dd.jpg
71uY9vsx+dL,What color is the handle?,Black,36/363a5b81.jpg
71uY9vsx+dL,What utensil is pictured?,Opener,36/363a5b81.jpg
71uY9vsx+dL,What material is the blade?,Metal,36/363a5b81.jpg
71uY9vsx+dL,How many handles exist?,Two,36/363a5b81.jpg
71uY9vsx+dL,What's the opener's brand?,AmazonBasics,36/363a5b81.jpg
71pSj2jnykL,What color is the bag?,Pink,96/9680b7c1.jpg
71pSj2jnykL,Is there a zipper?,Yes,96/9680b7c1.jpg
71pSj2jnykL,How many straps does the bag have?,One,96/9680b7c1.jpg
71pSj2jnykL,What shape is the bag?,Rectangular,96/9680b7c1.jpg
71pSj2jnykL,What is the bag's closure type?,Zipper,96/9680b7c1.jpg
71Fidj6yI7L,What does the case say?,Love,0c/0c0e3f2f.jpg
71Fidj6yI7L,Is the case glittery?,Yes,0c/0c0e3f2f.jpg
71Fidj6yI7L,What color is the phone case?,Pink,0c/0c0e3f2f.jpg
71Fidj6yI7L,Is this case 2D or 3D?,3D,0c/0c0e3f2f.jpg
71Fidj6yI7L,Is the background plain?,No,0c/0c0e3f2f.jpg
71QndRvNnRL,What is the shoe's color?,Beige,ec/ec9a54fe.jpg
71QndRvNnRL,Are there laces present?,Yes,ec/ec9a54fe.jpg
71QndRvNnRL,How many shoes are displayed?,One,ec/ec9a54fe.jpg
71QndRvNnRL,What is the sole color?,White,ec/ec9a54fe.jpg
71QndRvNnRL,What type of closure is shown?,Lace,ec/ec9a54fe.jpg
713ZV2cll+L,What is the product type?,Case,27/27b96390.jpg
713ZV2cll+L,What is the case's color?,Multicolor,27/27b96390.jpg
713ZV2cll+L,Is there Ganesha?,Yes,27/27b96390.jpg
713ZV2cll+L,Is there a camera?,Yes,27/27b96390.jpg
713ZV2cll+L,What shape is behind the camera?,Square,27/27b96390.jpg
81XzWQ2OJqL,What is the sofa's color?,Natural,24/24f3ceb2.jpg
81XzWQ2OJqL,What furniture is shown?,Sofa,24/24f3ceb2.jpg
81XzWQ2OJqL,What shape is the sofa?,L,24/24f3ceb2.jpg
81XzWQ2OJqL,What is the sofa material?,Fabric,24/24f3ceb2.jpg
81XzWQ2OJqL,What is the sofa style?,Modern,24/24f3ceb2.jpg
51rmAd5QUNL,What is the brand name?,Solimo,d2/d2fa1a5c.jpg
51rmAd5QUNL,How many shampoo bottles are there?,Four,d2/d2fa1a5c.jpg
51rmAd5QUNL,How many conditioner bottles are there?,Four,d2/d2fa1a5c.jpg
51rmAd5QUNL,What color are the shampoo bottles?,Black,d2/d2fa1a5c.jpg
51rmAd5QUNL,What is the pattern on the conditioner bottles?,Arrows,d2/d2fa1a5c.jpg
71jG0qgqTBL,What color is the machine?,Black,2a/2a29c397.jpg
71jG0qgqTBL,How many buttons are visible?,Three,2a/2a29c397.jpg
71jG0qgqTBL,Is there a water tank?,Yes,2a/2a29c397.jpg
71jG0qgqTBL,What is on the drip tray?,Circles,2a/2a29c397.jpg
71jG0qgqTBL,Is it single-serve?,Yes,2a/2a29c397.jpg
71Vom0fY69L,What is the cover's background color?,Pink,d8/d86a8a3b.jpg
71Vom0fY69L,What shape is scattered on the phone case?,Heart,d8/d86a8a3b.jpg
71Vom0fY69L,Is there an image near the bottom?,Yes,d8/d86a8a3b.jpg
71Vom0fY69L,What is the primary material?,Plastic,d8/d86a8a3b.jpg
71Vom0fY69L,Is the case patterned?,Yes,d8/d86a8a3b.jpg
718Zu89WB3L,What is the primary color of the case?,Black,43/43edea63.jpg
718Zu89WB3L,Is there a moon?,Yes,43/43edea63.jpg
718Zu89WB3L,What kind of pattern is on the case?,Scenery,43/43edea63.jpg
718Zu89WB3L,What brand is the case?,Amazon,43/43edea63.jpg
718Zu89WB3L,Is the background dark?,Yes,43/43edea63.jpg
71C2OjqJaoL,What is the cover's primary design?,Skull,0b/0b78d658.jpg
71C2OjqJaoL,What two colors appear on the cover?,Black,0b/0b78d658.jpg
71C2OjqJaoL,Is the background clear?,No,0b/0b78d658.jpg
71C2OjqJaoL,What is the case's shape?,Rectangle,0b/0b78d658.jpg
71C2OjqJaoL,Is the background light?,No,0b/0b78d658.jpg
81qgk45fNCL,What color is the phone case?,Red,0a/0ac328d0.jpg
81qgk45fNCL,What word is written on the case?,Queen,0a/0ac328d0.jpg
81qgk45fNCL,Is there a crown present?,Yes,0a/0ac328d0.jpg
81qgk45fNCL,How many camera holes are visible?,One,0a/0ac328d0.jpg
81qgk45fNCL,Is the phone case glittery?,Yes,0a/0ac328d0.jpg
81drljld2DL,What is the product's category?,Shoes,66/66452fdb.jpg
81drljld2DL,Are these sneakers?,No,66/66452fdb.jpg
81drljld2DL,What color is the sole?,Black,66/66452fdb.jpg
81drljld2DL,Are these dressy?,No,66/66452fdb.jpg
81drljld2DL,What is the shoe's style?,Loafer,66/66452fdb.jpg
71BnHCKuAAL,What is the case's print?,Waves,f9/f9a22372.jpg
71BnHCKuAAL,Is the case colorful?,Yes,f9/f9a22372.jpg
71BnHCKuAAL,Is the case hard?,Yes,f9/f9a22372.jpg
71BnHCKuAAL,What kind of phone is this cover for?,Gionee,f9/f9a22372.jpg
71BnHCKuAAL,What kind of product is this?,Case,f9/f9a22372.jpg
71gc-yDVfAL,What fruit logo is visible?,Apple,0b/0b2b640c.jpg
71gc-yDVfAL,What color is the case?,Red,0b/0b2b640c.jpg
71gc-yDVfAL,How many camera holes exist?,One,0b/0b2b640c.jpg
71gc-yDVfAL,Is the cover glossy?,No,0b/0b2b640c.jpg
71gc-yDVfAL,What material seems dominant?,Paint,0b/0b2b640c.jpg
71UAIvak1rL,What is the case's primary color?,Blue,0d/0d9e695c.jpg
71UAIvak1rL,Are there any animals present?,Yes,0d/0d9e695c.jpg
71UAIvak1rL,Is there a ladder?,Yes,0d/0d9e695c.jpg
71UAIvak1rL,What is the case's pattern?,Characters,0d/0d9e695c.jpg
71UAIvak1rL,Are there any clouds?,Yes,0d/0d9e695c.jpg
61IZsTDqozL,What color are the boots?,Black,33/339f3eb5.jpg
61IZsTDqozL,Are the boots high-heeled?,No,33/339f3eb5.jpg
61IZsTDqozL,What footwear is shown?,Boots,33/339f3eb5.jpg
61IZsTDqozL,Is the closure zipped?,No,33/339f3eb5.jpg
61IZsTDqozL,What material are the boots?,Synthetic,33/339f3eb5.jpg
61rJWZTBCyL,What object is printed?,Headphones,9f/9f5718c7.jpg
61rJWZTBCyL,What color is the left side?,Pink,9f/9f5718c7.jpg
61rJWZTBCyL,What is the product?,Case,9f/9f5718c7.jpg
61rJWZTBCyL,How many colors are present?,Two,9f/9f5718c7.jpg
61rJWZTBCyL,Is the case hard?,Yes,9f/9f5718c7.jpg
81LDRpNM6yL,What kind of yogurt is this?,Greek,a1/a18eac43.jpg
81LDRpNM6yL,Is this yogurt organic?,Yes,a1/a18eac43.jpg
81LDRpNM6yL,What number is displayed?,5,a1/a18eac43.jpg
81LDRpNM6yL,What flavor is this yogurt?,Plain,a1/a18eac43.jpg
81LDRpNM6yL,Is the yogurt nonfat?,Yes,a1/a18eac43.jpg
71GYa+95VUL,What is the case's color?,Multicolor,ee/ee38a634.jpg
71GYa+95VUL,What kind of accessory is this?,Case,ee/ee38a634.jpg
71GYa+95VUL,What pattern is on the phone case?,Women,ee/ee38a634.jpg
71GYa+95VUL,Is the case 2D or 3D?,3D,ee/ee38a634.jpg
71GYa+95VUL,What brand is this cover?,Amazon,ee/ee38a634.jpg
71rHunwSY1L,What animal is printed on the case?,Kitten,3b/3b2c10c2.jpg
71rHunwSY1L,What is the kitten hiding under?,Blanket,3b/3b2c10c2.jpg
71rHunwSY1L,What color are the kitten's eyes?,Green,3b/3b2c10c2.jpg
71rHunwSY1L,What is the background color?,Brown,3b/3b2c10c2.jpg
71rHunwSY1L,Is the kitten sleeping?,No,3b/3b2c10c2.jpg
5162OOPLWhL,What color are the sticks?,Blue,6a/6a62af62.jpg
5162OOPLWhL,How many sticks are shown?,Two,6a/6a62af62.jpg
5162OOPLWhL,What is at the top?,Handle,6a/6a62af62.jpg
5162OOPLWhL,What brand is shown?,Eono,6a/6a62af62.jpg
5162OOPLWhL,What are the tips?,Black,6a/6a62af62.jpg
71TpOdOI8YL,What color are the seats?,Beige,d6/d6f5ef6e.jpg
71TpOdOI8YL,How many stools are there?,Two,d6/d6f5ef6e.jpg
71TpOdOI8YL,Is there a back on the stool?,Yes,d6/d6f5ef6e.jpg
71TpOdOI8YL,What is the stool frame color?,Black,d6/d6f5ef6e.jpg
71TpOdOI8YL,Are the stools identical?,Yes,d6/d6f5ef6e.jpg
61X7K9uDAfL,What letter is displayed?,X,b6/b69a8f35.jpg
61X7K9uDAfL,What color is the background?,Blue,b6/b69a8f35.jpg
61X7K9uDAfL,What is the cover's design?,Alphabet,b6/b69a8f35.jpg
61X7K9uDAfL,Is the case patterned?,Yes,b6/b69a8f35.jpg
61X7K9uDAfL,What shape is the camera cutout?,Oval,b6/b69a8f35.jpg
